Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
1	83441.0	111103.0	126331.0	136676.0	144855.0	151639.0	157437.0	162636.0	167381.0	171757.0	175894.0	179741.0	183210.0	186559.0	189810.0	192830.0	195732.0	198553.0	201257.0	203867.0
10	78577.0	106530.0	122185.0	133057.0	141538.0	148462.0	154528.0	159838.0	164558.0	169067.0	173240.0	177098.0	180710.0	184009.0	187207.0	190285.0	193249.0	196059.0	198789.0	201341.0
11	93526.0	121691.0	137507.0	148911.0	158276.0	166056.0	172943.0	179226.0	184879.0	190132.0	194983.0	199596.0	203791.0	207836.0	211679.0	215275.0	218823.0	222213.0	225428.0	228538.0
12	101748.0	130895.0	147294.0	159266.0	168857.0	177130.0	184531.0	191329.0	197510.0	203230.0	208557.0	213615.0	218271.0	222663.0	226857.0	230803.0	234668.0	238377.0	241932.0	245293.0
13	82090.0	109881.0	125163.0	135802.0	143954.0	150648.0	156559.0	161882.0	166685.0	170995.0	175042.0	178744.0	182246.0	185668.0	188840.0	191885.0	194800.0	197539.0	200264.0	202811.0
14	94436.0	123518.0	139716.0	151568.0	161094.0	169075.0	176323.0	182694.0	188452.0	193809.0	198941.0	203481.0	207931.0	212155.0	216208.0	220074.0	223563.0	227049.0	230412.0	233623.0
15	90934.0	118992.0	135003.0	146347.0	155581.0	163315.0	170315.0	176317.0	181905.0	186985.0	191796.0	196187.0	200422.0	204399.0	208197.0	211687.0	215136.0	218459.0	221681.0	224754.0
16	101638.0	132065.0	149449.0	162374.0	172697.0	181752.0	189825.0	197052.0	203738.0	210039.0	215745.0	221218.0	226362.0	231319.0	235870.0	240353.0	244556.0	248510.0	252424.0	256332.0
2	72835.0	99950.0	114678.0	125005.0	132799.0	139345.0	144979.0	149749.0	153956.0	157845.0	161396.0	164761.0	167910.0	170810.0	173723.0	176370.0	178877.0	181387.0	183760.0	186015.0
3	94007.0	122291.0	138131.0	149855.0	158996.0	166640.0	173474.0	179648.0	185275.0	190515.0	195311.0	199833.0	204042.0	208050.0	211896.0	215490.0	218998.0	222293.0	225463.0	228509.0
4	91760.0	120051.0	135669.0	146516.0	155172.0	162694.0	169311.0	175176.0	180586.0	185491.0	189931.0	194227.0	198291.0	202158.0	205865.0	209316.0	212734.0	215930.0	219011.0	221950.0
5	96766.0	125542.0	141477.0	152899.0	162105.0	169848.0	176594.0	182837.0	188352.0	193605.0	198403.0	203077.0	207364.0	211332.0	215226.0	218867.0	222386.0	225819.0	229219.0	232393.0
6	95780.0	124425.0	140587.0	152121.0	161271.0	169142.0	176000.0	182267.0	188012.0	193350.0	198271.0	202940.0	207282.0	211445.0	215398.0	219116.0	222722.0	226156.0	229486.0	232657.0
7	97648.0	127005.0	143356.0	155160.0	164665.0	172621.0	179721.0	186191.0	192081.0	197557.0	202819.0	207517.0	212008.0	216205.0	220339.0	224236.0	227995.0	231515.0	234964.0	238268.0
8	88698.0	117560.0	133614.0	144705.0	153520.0	161080.0	167675.0	173707.0	179045.0	184078.0	188659.0	192866.0	197029.0	200886.0	204667.0	208220.0	211576.0	214863.0	217890.0	220863.0
9	99557.0	127911.0	143972.0	155359.0	164641.0	172650.0	179737.0	186159.0	191997.0	197354.0	202490.0	207182.0	211769.0	215940.0	219961.0	223690.0	227417.0	230961.0	234396.0	237606.0
