Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
1	8623332.0	4311704.0	44.5	10.0	8.0	11.0	20.5	21.0	25.0	46.0	57.0	67.5	91.0	139.0	252.5	434.5	846.5	1522.5	2609.0	4794.0	8473.0	14212.0	22280.0	32475.0	46096.0	64991.0	90012.0	123318.0	165166.5	216432.0	283099.5	366712.5	467093.0	590678.5	737876.0	904475.5	1094108.0	1296852.5	1488235.0	1660840.5	1821934.5	1963351.0	2091133.0	2195728.0	2254962.0	2310082.0	2358486.5	2366616.0	2364526.0	2385624.0	2457396.5	2597489.0	2731037.0	2723415.0	2578617.5	2394419.0	2251002.5	2153580.0	2067902.0	1987456.5	1894669.0	1781590.0	1654383.5	1518357.0	1373951.0	1223634.5	1068665.0	921649.5	785072.5	655654.0	538827.0	439926.0	359634.0	291177.5	238092.0	201084.0	169208.0	140902.0	117268.0	97401.0	80706.5	66519.0	54080.0	42436.0	31475.5	23308.5	17269.5	11724.5	7320.5	4483.0	2624.5	1291.5	442.5	152.0	60.5	44.0	78.5	182.0	607.0	510.5	35.0
10	7401610.0	3700937.0	157.0	47.5	48.0	51.0	52.0	67.0	82.5	105.5	124.0	136.0	192.0	354.0	543.0	736.0	1125.0	1716.0	2689.5	4511.5	7416.0	11708.0	17648.0	25078.0	34666.5	47992.0	66366.5	90128.0	117623.5	148994.5	186507.5	230195.5	281679.5	347248.5	427285.5	524015.5	652237.0	815088.5	1006221.0	1218003.0	1451878.5	1710367.0	1968384.5	2200157.0	2374789.0	2526032.5	2659728.0	2723243.0	2751922.0	2782223.5	2825009.5	2861616.0	2863776.0	2829405.0	2773751.5	2700184.0	2606235.5	2520691.0	2452242.5	2376039.5	2280051.0	2155400.0	2015669.5	1859314.0	1679874.0	1494494.5	1304330.5	1127716.5	962139.0	804583.5	664567.0	543891.0	442120.5	357617.5	297906.0	253309.0	209394.5	174052.5	147406.5	122880.0	102120.0	83630.5	67596.5	53955.5	41947.5	32680.5	25250.5	18812.0	13435.5	9600.5	6789.5	3836.5	1391.5	486.5	292.5	401.5	1127.0	3887.0	14231.0	12608.5	1427.0
11	3052380.0	1526204.5	17.0	6.0	6.5	5.5	6.5	10.5	15.0	18.5	31.0	50.5	69.0	125.5	236.5	433.5	839.0	1464.0	2468.0	4434.0	7639.0	12360.5	19432.0	27911.0	38067.0	52636.0	73497.5	100810.5	132231.5	167985.0	212856.0	264582.5	324307.0	402691.0	503629.0	628838.0	791895.0	1001209.0	1244472.0	1512995.5	1802067.5	2097351.5	2389123.0	2653691.5	2859906.0	3041281.5	3200210.0	3292211.5	3340480.5	3375824.0	3434713.5	3484173.5	3475691.0	3450267.5	3424754.0	3373408.0	3287700.5	3182269.5	3080601.0	2982277.5	2863824.5	2712142.0	2522645.0	2301300.5	2067642.5	1829076.0	1587342.5	1368399.0	1170486.5	982366.0	810771.5	667851.0	550775.5	445892.0	365637.5	309339.5	258113.0	214831.5	181221.5	152103.0	125846.5	102502.5	83811.5	66610.5	51029.5	40255.0	31441.5	22932.0	15862.5	10392.0	6189.0	3048.5	993.0	298.5	134.0	166.5	479.0	1398.5	4575.0	3728.0	192.5
12	1114935.0	557477.0	12.0	5.5	5.5	6.0	9.0	17.5	22.0	21.5	31.5	51.0	71.0	137.5	264.0	469.5	839.0	1504.0	2644.0	4808.5	7971.0	12719.5	19880.5	28993.5	40215.0	55599.5	77398.5	105764.5	138352.5	176197.5	224510.0	282752.0	352662.5	444976.5	566409.5	723879.5	930508.0	1192534.0	1492753.5	1818941.5	2161110.5	2495707.0	2812906.5	3085695.5	3288383.0	3458675.5	3594237.0	3656586.5	3682390.0	3706097.0	3744595.0	3772726.0	3746429.0	3698553.0	3657491.5	3583353.0	3467227.5	3348263.5	3244781.0	3139099.0	3008409.5	2847128.0	2649831.5	2420547.5	2181855.0	1935990.0	1683403.0	1452234.0	1244310.5	1050739.0	874014.5	723109.5	599093.0	492387.0	410376.5	351019.5	296889.5	249355.5	210706.5	177188.5	147595.0	120409.5	97329.5	77446.5	59842.5	46692.0	36157.5	25918.0	17450.5	11656.5	7385.5	3801.5	1306.0	381.0	134.0	136.0	305.0	832.0	2888.0	2453.5	184.0
13	938165.0	469086.0	5.0	3.0	2.5	2.0	2.0	2.5	5.5	10.5	15.5	17.5	28.5	68.0	115.0	198.0	384.0	657.0	1126.5	2189.0	3879.5	6353.0	10194.5	15372.0	22005.0	31886.0	47292.0	69484.0	97768.5	132800.0	177561.5	229886.5	289459.0	361735.0	447211.0	543163.5	649804.0	764316.5	876738.5	985183.5	1091197.5	1190775.0	1283558.0	1364408.5	1423912.5	1480083.5	1532350.0	1557642.5	1568462.5	1581271.5	1606926.0	1624648.5	1612484.5	1594245.5	1577996.0	1546055.0	1500065.5	1449126.5	1403030.0	1359099.5	1302957.5	1233191.0	1149560.0	1051081.0	944917.0	835741.0	726116.5	626925.5	536848.0	451568.5	373747.0	308102.5	253967.5	207376.0	172036.0	146067.0	122429.0	102346.0	86569.5	72985.5	60381.5	48960.5	39652.0	31158.5	23821.0	18606.5	14346.5	10166.5	6821.0	4537.5	2898.0	1520.0	482.5	146.5	56.0	44.5	113.0	330.5	1132.0	976.0	91.5
14	2885141.0	1442575.5	7.0	4.0	3.0	1.5	5.5	9.0	11.0	14.0	19.5	31.5	47.0	102.5	175.0	270.0	508.0	955.5	1764.5	3113.0	5188.0	8399.0	13373.5	20069.0	28090.5	38865.0	54801.0	76841.0	103588.5	135584.0	176702.5	227293.5	289005.5	370687.0	477791.0	611128.5	776094.0	973419.0	1193849.5	1427584.5	1668343.5	1904938.5	2140609.5	2366602.5	2544266.0	2702635.5	2850835.5	2943791.0	2995286.0	3031450.0	3085466.0	3131764.5	3123395.5	3094216.0	3067050.5	3011134.0	2924110.5	2826217.5	2736727.5	2649164.0	2538871.5	2401428.0	2230678.5	2035427.5	1828252.0	1613428.5	1400693.5	1209671.5	1036336.0	872216.5	722814.0	597223.5	496162.5	406836.0	335950.5	286861.0	241984.0	202940.5	172738.5	145811.5	121788.5	98626.0	78696.0	61799.5	46862.5	36522.0	28550.0	21252.0	14677.5	9181.5	5017.5	2270.5	785.0	256.5	127.5	130.5	315.0	985.0	3265.5	2729.5	214.0
15	3420761.0	1710392.5	14.0	5.0	6.0	5.0	5.5	13.5	20.5	25.0	34.0	37.5	49.5	109.5	195.0	329.5	608.5	961.0	1521.5	2754.5	4616.0	7310.0	11489.5	16772.0	23034.0	31110.0	43481.0	59996.0	78728.0	100775.0	128396.0	161070.5	199846.0	251336.0	320827.5	409988.0	528355.5	683422.5	872630.0	1096090.0	1356272.5	1641359.5	1936043.0	2221398.0	2463889.0	2687516.5	2889357.5	3022582.5	3105984.5	3169603.0	3246650.0	3322989.0	3364438.5	3380321.5	3379575.5	3337547.5	3253288.5	3158576.0	3065937.0	2971634.0	2857875.5	2709400.0	2526232.5	2312078.5	2076989.0	1834503.0	1594000.0	1377628.5	1181898.0	995547.5	822785.5	677206.0	560310.5	460628.5	385753.5	331839.5	279784.5	235867.5	202987.0	171576.5	143281.0	117704.0	95625.5	75950.5	58478.0	46559.5	38343.5	30853.0	23063.5	15938.5	9832.0	4815.0	1534.0	432.5	189.5	204.0	477.5	1441.5	5008.0	4290.0	381.0
16	1503181.0	751592.5	3.5	2.5	3.5	7.5	10.0	16.0	25.0	30.0	39.5	49.0	71.5	135.0	243.0	385.0	659.0	1137.0	2022.0	3587.5	6107.0	9949.5	15616.0	23326.5	32939.0	45825.5	64644.0	89487.5	118265.0	152048.0	195598.0	250146.0	319229.5	412201.5	537727.5	703364.5	919930.0	1191521.5	1500381.0	1830207.0	2166710.0	2488924.5	2786981.5	3038903.5	3220133.0	3369942.5	3492225.0	3547188.0	3566564.0	3580922.5	3610602.5	3629850.0	3599400.5	3547920.5	3500824.5	3420799.5	3299055.5	3173996.0	3063555.5	2958404.0	2824492.5	2658774.0	2471106.5	2255129.5	2025024.0	1790527.0	1552230.0	1339315.0	1150107.5	970750.5	807045.0	668258.0	555074.0	455624.5	378421.0	324174.5	275366.0	232726.0	197649.0	166759.5	139759.0	114162.0	91281.0	71142.0	54120.5	42359.5	33037.0	24178.0	16560.5	10920.5	6731.0	3461.0	1261.5	383.0	157.0	138.5	335.0	946.5	3038.5	2496.0	146.0
2	2774443.0	1387485.5	298.5	68.0	69.0	67.5	61.5	73.0	88.5	98.5	123.5	140.5	169.0	247.0	367.0	496.5	677.0	975.5	1584.0	2617.5	4348.5	7162.5	10993.5	15674.5	21856.5	30446.5	42559.5	59063.5	80458.0	106687.5	138781.0	177574.5	224479.0	281793.0	351275.0	432893.5	528586.5	638121.0	750520.0	859908.5	968685.0	1075426.5	1177084.5	1263772.0	1323662.0	1379535.0	1434314.5	1463090.0	1484856.5	1517128.5	1569619.5	1652271.5	1736753.5	1770408.0	1733374.5	1647957.5	1566068.0	1506537.5	1451992.5	1395251.0	1333710.0	1258371.5	1174667.0	1084106.5	979515.5	868622.0	756040.0	656023.5	563217.0	472790.5	391497.5	322321.5	264653.5	216300.5	180802.5	155038.0	130240.0	109289.5	93692.5	79886.5	67058.0	54978.5	45187.5	36383.0	28173.5	21898.5	16891.0	12339.5	8649.0	5988.5	3979.5	2093.5	653.0	217.0	111.0	131.0	378.5	1190.0	4531.0	3994.0	367.0
