Sample	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
1	2071.0	5471.0	15319.0	10468.0	7558.0	5760.0	5433.0	5649.0	5142.0	5169.0	5567.0	6421.0	6972.0	9407.0	7727.0	9017.0	10021.0	11037.0	12465.0	13865.0	15881.0	18281.0	21905.0	26141.0	28860.0	32951.0	36724.0	44340.0	53959.0	63015.0	70617.0	78455.0	94919.0	120525.0	145219.0	167874.0	332006.0	833108.0	5696056.0	18726264.0	44093597.0
10	1999.0	6465.0	17396.0	12389.0	9445.0	8412.0	8898.0	10224.0	10391.0	12470.0	14582.0	17894.0	20398.0	24033.0	25576.0	30523.0	36788.0	41068.0	46224.0	51477.0	59079.0	68444.0	78352.0	87333.0	96787.0	108334.0	123293.0	143565.0	160872.0	177847.0	201894.0	222719.0	258685.0	298763.0	324953.0	367767.0	481242.0	1122505.0	6384390.0	19836328.0	43166299.0
11	2737.0	8496.0	23438.0	14503.0	10588.0	8929.0	8574.0	8625.0	8379.0	8698.0	10141.0	12161.0	12849.0	14634.0	16015.0	18686.0	21591.0	25439.0	29034.0	33642.0	39618.0	46864.0	57348.0	67187.0	76875.0	89834.0	107039.0	127385.0	151981.0	177436.0	204345.0	235534.0	284556.0	344380.0	394763.0	459900.0	603274.0	1408737.0	8026217.0	25006822.0	53232333.0
12	3129.0	9986.0	26428.0	16089.0	11305.0	9510.0	8766.0	8439.0	8618.0	8629.0	9426.0	10719.0	11893.0	12720.0	14918.0	16987.0	19420.0	22794.0	25808.0	30447.0	36542.0	43181.0	52585.0	62407.0	72297.0	85192.0	102988.0	123887.0	148976.0	175080.0	204217.0	238129.0	289107.0	354473.0	412812.0	482217.0	639510.0	1546598.0	8854865.0	27564007.0	58566429.0
13	1036.0	2795.0	7706.0	4976.0	3666.0	3067.0	2817.0	2906.0	3027.0	3153.0	3507.0	4330.0	4639.0	5178.0	5837.0	6800.0	7935.0	9276.0	10790.0	12577.0	14768.0	18034.0	22082.0	26006.0	30805.0	35510.0	42905.0	51837.0	64157.0	74924.0	86878.0	103168.0	127212.0	154946.0	179179.0	210129.0	282287.0	673553.0	3888872.0	12267647.0	27087048.0
14	2510.0	8151.0	22412.0	13686.0	9965.0	8167.0	7886.0	7830.0	7155.0	7685.0	8308.0	9721.0	10663.0	12129.0	13153.0	14696.0	17269.0	19848.0	22797.0	27074.0	32467.0	38276.0	47168.0	56573.0	65822.0	77989.0	94369.0	114502.0	141674.0	167609.0	200413.0	232044.0	285497.0	353760.0	416721.0	483602.0	625927.0	1361753.0	7227158.0	22436242.0	47263075.0
15	2431.0	8095.0	21990.0	13438.0	10030.0	8556.0	8065.0	8399.0	8039.0	8636.0	9880.0	12210.0	13455.0	15324.0	17056.0	19829.0	24023.0	27429.0	31202.0	37095.0	43875.0	52631.0	63685.0	76795.0	88547.0	104911.0	126409.0	154156.0	186539.0	218668.0	257391.0	302169.0	368205.0	447216.0	514382.0	597271.0	760286.0	1548049.0	7673823.0	23464950.0	47483068.0
16	2992.0	9594.0	25556.0	15301.0	11436.0	9380.0	8803.0	8958.0	8991.0	9362.0	10478.0	13055.0	14281.0	16456.0	19081.0	22839.0	26961.0	31904.0	36477.0	42586.0	50757.0	60362.0	72810.0	87078.0	99678.0	115656.0	137571.0	164757.0	200469.0	234699.0	270502.0	313085.0	377460.0	461440.0	538102.0	619896.0	784765.0	1650114.0	8492373.0	25957282.0	54651556.0
2	1176.0	3184.0	8816.0	6127.0	4881.0	3985.0	4173.0	4762.0	5230.0	5108.0	6520.0	8210.0	9388.0	10295.0	10736.0	13433.0	16118.0	18496.0	19787.0	20831.0	24304.0	29889.0	35990.0	39091.0	40803.0	46089.0	56092.0	67547.0	75444.0	80197.0	88995.0	103138.0	128331.0	149330.0	157985.0	174555.0	330943.0	634602.0	3696248.0	11873402.0	26600127.0
3	2668.0	8624.0	23589.0	14214.0	11070.0	9367.0	9235.0	10527.0	11204.0	13100.0	15625.0	19788.0	23540.0	27558.0	31011.0	37046.0	44239.0	51501.0	58984.0	65388.0	75083.0	88081.0	101859.0	118125.0	131586.0	144881.0	165770.0	192363.0	223304.0	251725.0	279631.0	310895.0	359758.0	422736.0	478774.0	535309.0	725671.0	1463768.0	7928838.0	24691620.0	52225233.0
4	1888.0	5610.0	15013.0	9204.0	6838.0	5783.0	5315.0	5182.0	5170.0	5258.0	5749.0	6729.0	7159.0	8195.0	9278.0	10425.0	12021.0	14125.0	15760.0	18416.0	21082.0	24759.0	29548.0	35194.0	39679.0	45550.0	53206.0	63254.0	76118.0	89539.0	101481.0	116049.0	139774.0	172872.0	202172.0	236981.0	355967.0	950919.0	6108848.0	19226373.0	42150461.0
5	2380.0	7314.0	19459.0	11880.0	9137.0	7729.0	7473.0	7870.0	8105.0	8611.0	9879.0	11898.0	13448.0	15693.0	17532.0	20812.0	24574.0	28865.0	32698.0	37481.0	43724.0	51934.0	61613.0	71834.0	80851.0	91671.0	108237.0	127172.0	150002.0	171551.0	190745.0	216744.0	255188.0	306059.0	346906.0	393602.0	518066.0	1272754.0	7530165.0	23673061.0	50804123.0
6	3041.0	9495.0	25850.0	16328.0	12410.0	10151.0	9617.0	10262.0	9975.0	10789.0	12399.0	14889.0	17249.0	20474.0	21872.0	26356.0	31037.0	36037.0	41603.0	47461.0	54654.0	65299.0	76871.0	90665.0	101166.0	114672.0	133120.0	154970.0	184554.0	210733.0	234840.0	263729.0	310555.0	374353.0	424347.0	478209.0	614791.0	1438943.0	8231781.0	25932535.0	55258291.0
7	2776.0	8289.0	22626.0	13776.0	10293.0	8645.0	8114.0	8444.0	8657.0	9107.0	10214.0	12053.0	13312.0	14872.0	16987.0	19622.0	22917.0	26366.0	29367.0	32800.0	38374.0	44763.0	51951.0	59169.0	66049.0	74150.0	85828.0	101634.0	116813.0	131450.0	147866.0	169364.0	199485.0	235317.0	266149.0	306590.0	451083.0	1210839.0	7862206.0	24941358.0	58043447.0
8	2438.0	7503.0	20034.0	12580.0	9574.0	8332.0	8268.0	9379.0	9788.0	11011.0	12829.0	15852.0	18205.0	20607.0	23283.0	26838.0	31955.0	35913.0	38797.0	41650.0	46863.0	55066.0	62427.0	69533.0	73749.0	80567.0	91001.0	105776.0	119599.0	130644.0	145683.0	160504.0	190789.0	225570.0	250842.0	284174.0	407980.0	1070621.0	6710505.0	21201570.0	46603051.0
9	2978.0	9666.0	26462.0	16811.0	12602.0	11288.0	11259.0	11980.0	12002.0	13267.0	17660.0	23136.0	26730.0	28639.0	33372.0	38351.0	44851.0	52099.0	58179.0	66953.0	75889.0	85791.0	98300.0	110342.0	121259.0	135182.0	152982.0	174432.0	198428.0	223722.0	251486.0	280809.0	323791.0	381238.0	429115.0	495320.0	640375.0	1499086.0	8795116.0	28352108.0	60792578.0
