Sample	Unique Reads	Duplicate Reads
1	34165533.0	45459197.0
10	31395872.0	50310562.0
11	40667527.0	53881570.0
12	48617599.0	52868784.0
13	25203907.0	21301210.0
14	37588049.0	47329853.0
15	34839655.0	53484287.0
16	46639479.0	50582337.0
2	24096901.0	23345747.0
3	44015504.0	50624218.0
4	37676085.0	33591174.0
5	43061667.0	46153201.0
6	42982369.0	57028611.0
7	47310939.0	48357939.0
8	37977815.0	42552036.0
9	43629511.0	62632878.0
