Sample	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0
1	8623268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	53.0	376.0	3622.0	19952.0	55754.0	90431.0	102671.0	98289.0	98153.0	101487.0	108982.0	119369.0	137964.0	166811.0	199950.0	221739.0	264014.0	334505.0	471958.0	703522.0	1044819.0	1784439.0	5324613.0	46020591.0	13527381.0
10	7401428.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	45.0	456.0	3991.0	21223.0	60533.0	101068.0	115372.0	111924.0	112164.0	115611.0	125615.0	136850.0	158092.0	186566.0	225349.0	256887.0	316377.0	398918.0	548495.0	798438.0	1186483.0	1991581.0	5698095.0	47158145.0	14476715.0
11	3052361.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	45.0	509.0	5088.0	26635.0	76622.0	129352.0	147301.0	140189.0	136842.0	140786.0	151807.0	164489.0	191316.0	224505.0	267577.0	309088.0	379842.0	485513.0	685502.0	1006808.0	1502654.0	2503758.0	6971856.0	57221916.0	18626731.0
12	1114926.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	23.0	73.0	600.0	5916.0	29800.0	85240.0	141637.0	161079.0	150758.0	146370.0	148932.0	160569.0	175130.0	203241.0	237788.0	282571.0	332458.0	413157.0	532144.0	750401.0	1099501.0	1636417.0	2731845.0	7640937.0	63910075.0	19394791.0
13	938161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	18.0	148.0	1476.0	8098.0	24877.0	43675.0	52036.0	49770.0	49728.0	52464.0	57118.0	63530.0	73682.0	88354.0	106150.0	125888.0	160146.0	207462.0	294372.0	438564.0	671398.0	1161278.0	3451033.0	29493290.0	8892394.0
14	2885137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	24.0	410.0	4864.0	25282.0	73530.0	124372.0	144313.0	137209.0	136363.0	138649.0	150415.0	162886.0	188672.0	219423.0	261775.0	300782.0	366788.0	468865.0	656966.0	963604.0	1436503.0	2373261.0	6432112.0	50560794.0	16704895.0
15	3420747.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	33.0	433.0	4910.0	25291.0	71790.0	120493.0	137551.0	130215.0	128074.0	131202.0	142887.0	155348.0	181063.0	214415.0	254859.0	293467.0	359992.0	459216.0	649105.0	958380.0	1441647.0	2400900.0	6617105.0	53045877.0	16978937.0
16	1503172.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9.0	58.0	537.0	5583.0	28490.0	81192.0	134943.0	153340.0	142575.0	139932.0	142958.0	154788.0	168748.0	196566.0	230546.0	275100.0	323309.0	403018.0	517878.0	731063.0	1071200.0	1606517.0	2682389.0	7499948.0	60228905.0	18799051.0
2	2774025.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9.0	38.0	211.0	1932.0	10312.0	30395.0	52458.0	61155.0	59233.0	60212.0	62981.0	68439.0	74606.0	87104.0	103422.0	121667.0	141416.0	174590.0	224777.0	319508.0	469897.0	707714.0	1220816.0	3701921.0	28835238.0	8078571.0
3	3177907.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	75.0	579.0	5337.0	27062.0	75806.0	126322.0	144011.0	136240.0	134603.0	137793.0	149202.0	161848.0	188526.0	222723.0	264632.0	310938.0	388914.0	499711.0	704708.0	1034443.0	1544461.0	2598947.0	7424680.0	58020572.0	17159665.0
4	832968.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	34.0	307.0	3186.0	16408.0	47974.0	81948.0	94518.0	90118.0	90029.0	92573.0	99782.0	110079.0	128295.0	150989.0	180539.0	213530.0	268702.0	347494.0	491973.0	727203.0	1089208.0	1847129.0	5383802.0	45330054.0	13548406.0
5	2398876.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	73.0	470.0	4282.0	21877.0	63234.0	107892.0	124137.0	118550.0	117953.0	120963.0	131471.0	145373.0	170063.0	199371.0	238786.0	279703.0	350578.0	453417.0	641716.0	944792.0	1408832.0	2365822.0	6732065.0	55076543.0	16998015.0
6	4789939.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	56.0	607.0	5964.0	31120.0	87376.0	142241.0	162180.0	153130.0	151113.0	154773.0	166209.0	180005.0	207510.0	239835.0	285322.0	328970.0	398656.0	507774.0	714072.0	1044541.0	1551539.0	2579466.0	7158059.0	59931167.0	19039345.0
7	743095.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	33.0	100.0	604.0	5168.0	25817.0	72329.0	119270.0	135137.0	126500.0	124138.0	126126.0	135542.0	148121.0	171909.0	201115.0	240078.0	285231.0	361074.0	469232.0	667850.0	985056.0	1467930.0	2504614.0	7401048.0	61540973.0	17610783.0
