Sample	Unique Reads	Duplicate Reads
1	35026061.0	35835175.0
10	32379971.0	41796132.0
11	41355449.0	50084138.0
12	49185701.0	51155829.0
13	25435347.0	20112618.0
14	38109965.0	43863781.0
15	35518651.0	49319557.0
16	47383105.0	48301798.0
2	24572618.0	20041740.0
3	45106004.0	46297284.0
4	38027096.0	32385848.0
5	43814055.0	42954785.0
6	43943855.0	51192518.0
7	47934922.0	46968200.0
8	38607654.0	39843696.0
9	44647415.0	59488219.0
