Sample	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
1	8626305.0	797.0	930.0	1461.0	1818.0	2565.0	3087.0	3704.0	5032.0	6045.0	7603.0	9171.0	10239.0	12095.0	14690.0	18091.0	22155.0	25020.0	28594.0	32557.0	39991.0	49345.0	57665.0	62921.0	73748.0	87370.0	109073.0	130759.0	148689.0	171715.0	404801.0	2299407.0	22451706.0	44705581.0
10	7415126.0	5577.0	7192.0	9974.0	12706.0	15570.0	17961.0	20878.0	26526.0	32032.0	36632.0	41771.0	46613.0	54400.0	63784.0	73509.0	82224.0	91747.0	102289.0	117624.0	138555.0	155027.0	170493.0	189605.0	218982.0	249143.0	284844.0	309815.0	346499.0	391612.0	574055.0	2701244.0	23892811.0	43809614.0
11	3056849.0	2119.0	2801.0	4014.0	5551.0	7055.0	8387.0	10288.0	13281.0	16334.0	20676.0	24132.0	27896.0	33814.0	41300.0	51814.0	61311.0	71016.0	82928.0	100217.0	120739.0	144567.0	168645.0	193625.0	226168.0	272564.0	326966.0	373705.0	431460.0	496658.0	720071.0	3381855.0	30093037.0	53957254.0
12	1117979.0	1618.0	2198.0	3061.0	4273.0	5770.0	6705.0	8737.0	11235.0	14009.0	17510.0	20558.0	24634.0	30663.0	37335.0	46616.0	56246.0	65993.0	77898.0	95671.0	116984.0	141164.0	165905.0	192969.0	227490.0	276092.0	335559.0	390223.0	451333.0	523526.0	773654.0	3743449.0	33191053.0	59308273.0
13	939526.0	639.0	924.0	1312.0	1771.0	2402.0	2784.0	3524.0	4587.0	5891.0	7387.0	8810.0	10282.0	12457.0	15812.0	19673.0	23619.0	28199.0	32755.0	40035.0	49225.0	61224.0	71256.0	82343.0	99264.0	122183.0	147563.0	170134.0	198206.0	230187.0	345199.0	1655713.0	14724491.0	27385740.0
14	2888292.0	1403.0	1924.0	2876.0	3712.0	4920.0	5857.0	7557.0	9725.0	12375.0	15377.0	18106.0	21751.0	26986.0	33076.0	41741.0	51005.0	60098.0	71471.0	87523.0	107926.0	134255.0	158992.0	188147.0	223957.0	273508.0	336428.0	396562.0	456644.0	528607.0	747889.0	3126352.0	26905445.0	47967415.0
15	3426137.0	2261.0	3106.0	4568.0	5984.0	7829.0	9115.0	11057.0	15449.0	19191.0	22979.0	26608.0	31551.0	38230.0	47378.0	58403.0	71284.0	82835.0	98098.0	119667.0	147939.0	179372.0	209824.0	245000.0	293792.0	356355.0	428705.0	494633.0	571785.0	665085.0	909105.0	3371448.0	28180470.0	48168699.0
16	1507322.0	2299.0	3179.0	4424.0	6527.0	8340.0	10334.0	13067.0	17146.0	21319.0	26632.0	31191.0	36646.0	44754.0	54594.0	66694.0	80496.0	92936.0	107965.0	129655.0	157523.0	192216.0	225083.0	258488.0	302210.0	363812.0	441729.0	515243.0	589333.0	673539.0	933465.0	3716748.0	31207983.0	55378924.0
2	2779236.0	2073.0	2661.0	3875.0	5380.0	6729.0	7100.0	8152.0	10850.0	13468.0	16158.0	17441.0	18279.0	21678.0	27245.0	33383.0	36424.0	38049.0	42871.0	52807.0	64753.0	72189.0	76443.0	83393.0	99727.0	122979.0	141599.0	149460.0	162189.0	188551.0	403710.0	1556872.0	14237727.0	26939197.0
3	3186100.0	4999.0	7075.0	9715.0	13469.0	17656.0	21223.0	25032.0	31432.0	38748.0	46343.0	53569.0	59542.0	68921.0	81855.0	95702.0	111940.0	125007.0	137507.0	157996.0	185369.0	215466.0	242552.0	268481.0	300524.0	347352.0	404115.0	458822.0	509391.0	566074.0	842199.0	3378314.0	29700246.0	52926986.0
4	834886.0	992.0	1319.0	1822.0	2685.0	3452.0	4240.0	5337.0	6773.0	8513.0	10722.0	12390.0	14539.0	17272.0	21067.0	25661.0	31194.0	35691.0	41093.0	48570.0	58702.0	71059.0	83897.0	94673.0	109479.0	131847.0	160335.0	187829.0	215934.0	249515.0	433626.0	2501431.0	23207035.0	42633679.0
