Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
1	0.36848073042361273	0.8445463751154442
10	0.0	0.0
11	0.0	0.0
12	0.0	0.0
13	0.0	0.0
14	0.0	0.0
15	0.0	0.0
16	0.0	0.0
2	0.21885779461401192	0.43089939790235243
3	0.0	0.0
4	0.0	0.0
5	0.0	0.0
6	0.0	0.0
7	0.0	0.0
8	0.0	0.0
9	0.0	0.0
